0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.000253212,-0.000497211,-0.00072236,-0.000919195,-0.001078,-0.00118902,-0.00124176,-0.00122646,-0.00113313,-0.000952107,-0.000675499,-0.000295427,0.000193199,0.000793881,0.0015066,0.00232845,0.00325262,0.00426797,0.00535858,0.00650481,0.00768146,0.00886022,0.0100085,0.0110918,0.0120734,0.0129167,0.0135861,0.0140485,0.0142749,0.0142422,0.0139336,0.013341,0.0124644,0.0113129,0.00990528,0.00826905,0.00643984,0.0044602,0.0023785,0.000247665,-0.00187708,-0.00393995,-0.00588605,-0.00766325,-0.00922405,-0.0105263,-0.011535,-0.0122228,-0.0125714,-0.0125713,-0.0122227,-0.0115349,-0.0105263,-0.00922416,-0.00766332,-0.00588613,-0.00394002,-0.00187708,0.000247648,0.0023785,0.0044601,0.00643989,0.00826924,0.00990533,0.0113128,0.0124642,0.013341,0.0139337,0.0142421,0.0142749,0.0140483,0.0135863,0.0129167,0.0120735,0.0110918,0.0100084,0.00886021,0.00768149,0.00650477,0.00535871,0.00426794,0.00325281,0.00232852,0.00150663,0.000793808,0.000193223,-0.000295449,-0.000675429,-0.000952365,-0.00113313,-0.00122635,-0.00124176,-0.00118885,-0.00107822,-0.000919331,-0.000722361,-0.000497154,-0.000253294,0
0,-0.000497173,-0.000975624,-0.00141675,-0.00180101,-0.00210944,-0.00232202,-0.0024186,-0.00237935,-0.0021842,-0.0018151,-0.00125509,-0.000489829,0.000491088,0.00169405,0.00311949,0.00476095,0.00660455,0.0086279,0.0107996,0.0130798,0.015419,0.0177604,0.0200399,0.022188,0.0241328,0.0258011,0.0271227,0.0280318,0.0284711,0.0283946,0.0277697,0.0265798,0.0248255,0.022525,0.0197158,0.0164522,0.0128054,0.00885988,0.00471213,0.000467138,-0.00376552,-0.00787434,-0.0117504,-0.0152901,-0.0183987,-0.0209922,-0.0230008,-0.0243708,-0.0250649,-0.0250649,-0.0243707,-0.0230007,-0.0209921,-0.0183986,-0.0152902,-0.0117505,-0.00787436,-0.0037654,0.000466993,0.0047121,0.00885971,0.0128054,0.0164523,0.0197158,0.0225249,0.0248254,0.0265798,0.0277698,0.0283946,0.0284711,0.0280317,0.0271228,0.0258013,0.0241329,0.0221881,0.0200397,0.0177605,0.015419,0.0130799,0.0107997,0.00862783,0.00660448,0.00476097,0.00311946,0.00169399,0.000490979,-0.000489967,-0.00125519,-0.0018152,-0.00218423,-0.00237917,-0.00241865,-0.0023221,-0.00210954,-0.00180118,-0.0014168,-0.00097566,-0.000497142,0
0,-0.000722233,-0.00141677,-0.00205479,-0.00260789,-0.0030471,-0.00334296,-0.0034655,-0.00338451,-0.00307181,-0.00249981,-0.00164391,-0.000483465,0.000997043,0.00280588,0.00494338,0.00739947,0.0101527,0.0131695,0.016403,0.0197931,0.0232667,0.0267389,0.0301149,0.0332918,0.0361628,0.0386203,0.0405596,0.0418843,0.0425097,0.0423681,0.0414114,0.0396156,0.0369814,0.0335373,0.0293381,0.0244651,0.0190236,0.0131399,0.00695706,0.000630621,-0.00567579,-0.0117973,-0.0175714,-0.0228443,-0.0274743,-0.0313374,-0.0343293,-0.0363699,-0.0374041,-0.037404,-0.0363699,-0.0343293,-0.0313375,-0.0274744,-0.0228443,-0.0175714,-0.0117973,-0.0056758,0.000630769,0.00695708,0.0131399,0.0190238,0.0244651,0.0293381,0.0335372,0.0369815,0.0396156,0.0414114,0.042368,0.0425097,0.0418842,0.0405597,0.0386205,0.036163,0.0332919,0.0301149,0.0267388,0.0232667,0.0197931,0.0164031,0.0131695,0.0101526,0.00739952,0.00494346,0.0028059,0.000996888,-0.000483659,-0.00164424,-0.00250002,-0.00307192,-0.00338459,-0.00346534,-0.00334301,-0.00304726,-0.00260806,-0.00205474,-0.00141662,-0.000722446,0
0,-0.00091922,-0.00180121,-0.00260794,-0.00330175,-0.00384391,-0.00419531,-0.00431671,-0.00416897,-0.00371466,-0.00291828,-0.00174806,-0.000177684,0.00181246,0.00423194,0.00708004,0.0103427,0.0139905,0.0179786,0.0222444,0.0267084,0.0312741,0.0358299,0.0402511,0.0444031,0.0481462,0.0513393,0.0538463,0.0555407,0.0563132,0.0560751,0.0547644,0.0523501,0.048834,0.044254,0.0386825,0.0322269,0.0250254,0.0172444,0.00907198,0.000713243,-0.00761732,-0.0157018,-0.0233269,-0.0302893,-0.0364028,-0.0415031,-0.0454536,-0.0481476,-0.049513,-0.049513,-0.0481475,-0.0454535,-0.0415031,-0.0364027,-0.0302892,-0.0233268,-0.0157018,-0.00761722,0.000713345,0.0090721,0.0172445,0.0250255,0.032227,0.0386826,0.044254,0.048834,0.0523499,0.0547643,0.0560749,0.0563131,0.0555408,0.0538463,0.0513396,0.0481466,0.0444034,0.0402512,0.0358299,0.0312741,0.0267084,0.0222443,0.0179786,0.0139906,0.0103427,0.00708012,0.00423193,0.00181232,-0.000177753,-0.00174824,-0.00291851,-0.00371471,-0.00416908,-0.00431674,-0.00419536,-0.00384406,-0.00330177,-0.00260793,-0.00180122,-0.000919288,0
0,-0.00107796,-0.00210938,-0.00304707,-0.003844,-0.00445181,-0.00482212,-0.00490704,-0.00465895,-0.00403202,-0.00298333,-0.00147511,0.000523663,0.00303514,0.00607038,0.0096263,0.0136837,0.0182054,0.0231345,0.0283931,0.0338829,0.0394849,0.0450618,0.050461,0.0555181,0.0600622,0.0639216,0.0669307,0.0689363,0.0698053,0.0694305,0.0677375,0.0646892,0.0602892,0.0545845,0.0476648,0.0396619,0.0307461,0.0211216,0.0110198,0.000692526,-0.00959656,-0.0195797,-0.0289938,-0.037589,-0.0451357,-0.0514316,-0.056308,-0.0596335,-0.0613189,-0.0613188,-0.0596334,-0.0563079,-0.0514316,-0.0451355,-0.0375889,-0.0289937,-0.0195796,-0.0095965,0.000692462,0.0110199,0.0211217,0.0307463,0.0396619,0.0476646,0.0545844,0.0602892,0.0646892,0.0677374,0.0694303,0.0698051,0.0689365,0.0669308,0.0639218,0.0600625,0.0555183,0.0504613,0.0450619,0.0394849,0.0338831,0.0283932,0.0231345,0.0182055,0.0136837,0.00962636,0.00607056,0.00303519,0.000523555,-0.00147515,-0.00298334,-0.00403204,-0.00465909,-0.00490722,-0.00482221,-0.00445191,-0.00384393,-0.00304725,-0.00210961,-0.00107815,0
0,-0.00118896,-0.002322,-0.00334286,-0.00419535,-0.00482215,-0.00516627,-0.00517135,-0.00478176,-0.00394434,-0.00261021,-0.000736293,0.0017121,0.0047587,0.0084143,0.0126724,0.0175085,0.0228769,0.0287084,0.0349103,0.0413657,0.0479347,0.054456,0.0607506,0.066627,0.0718859,0.0763278,0.0797601,0.0820061,0.0829111,0.0823521,0.0802437,0.0765439,0.0712589,0.0644441,0.0562063,0.0467004,0.0361268,0.0247251,0.0127674,0.000549693,-0.011618,-0.0234206,-0.0345487,-0.0447076,-0.0536266,-0.0610673,-0.06683,-0.0707601,-0.0727519,-0.0727519,-0.0707601,-0.06683,-0.0610673,-0.0536266,-0.0447076,-0.0345486,-0.0234206,-0.011618,0.000549692,0.0127675,0.0247252,0.0361269,0.0467005,0.0562064,0.0644443,0.0712589,0.076544,0.0802436,0.0823521,0.082911,0.082006,0.0797604,0.0763279,0.071886,0.0666272,0.0607509,0.0544562,0.0479349,0.0413659,0.0349104,0.0287083,0.0228768,0.0175085,0.0126723,0.00841415,0.00475869,0.00171196,-0.000736373,-0.00261024,-0.00394438,-0.00478178,-0.00517152,-0.00516645,-0.00482227,-0.0041956,-0.00334307,-0.00232203,-0.00118902,0
0,-0.00124179,-0.00241867,-0.0034653,-0.00431668,-0.00490709,-0.00517129,-0.00504529,-0.00446625,-0.00337484,-0.00171724,0.000553466,0.00347446,0.00706982,0.0113484,0.0163,0.0218936,0.0280741,0.034761,0.0418462,0.0491956,0.0566493,0.0640244,0.071118,0.0777137,0.0835874,0.0885147,0.0922802,0.0946854,0.0955584,0.0947619,0.0922017,0.0878322,0.0816622,0.0737566,0.064237,0.0532808,0.0411159,0.0280149,0.0142875,0.000270478,-0.0136827,-0.0272131,-0.0399678,-0.0516099,-0.0618306,-0.0703568,-0.0769604,-0.0814639,-0.0837462,-0.0837462,-0.0814638,-0.0769604,-0.0703569,-0.0618307,-0.05161,-0.0399677,-0.027213,-0.0136826,0.000270665,0.0142876,0.028015,0.0411159,0.0532811,0.0642372,0.0737568,0.0816623,0.0878322,0.0922017,0.0947619,0.0955584,0.0946856,0.0922805,0.088515,0.0835876,0.0777141,0.0711182,0.0640246,0.0566494,0.0491956,0.041846,0.0347609,0.0280743,0.0218936,0.0162999,0.011348,0.00706967,0.00347443,0.000553363,-0.00171725,-0.00337487,-0.00446628,-0.00504535,-0.0051715,-0.00490703,-0.00431671,-0.00346545,-0.00241864,-0.0012419,0
0,-0.00122656,-0.00237919,-0.00338456,-0.00416908,-0.00465895,-0.00478182,-0.00446616,-0.00364373,-0.00225029,-0.000227609,0.0024731,0.00589011,0.0100465,0.0149481,0.0205799,0.0269039,0.0338548,0.0413403,0.0492383,0.0573987,0.0656432,0.073769,0.0815523,0.0887552,0.0951318,0.100437,0.104436,0.106912,0.107678,0.106587,0.103536,0.0984791,0.0914271,0.0824541,0.0716962,0.0593505,0.0456703,0.0309585,0.015559,-0.00015405,-0.0157879,-0.030943,-0.045226,-0.0582616,-0.0697047,-0.0792505,-0.0866434,-0.0916853,-0.0942406,-0.0942405,-0.0916854,-0.0866433,-0.0792504,-0.0697047,-0.0582616,-0.0452259,-0.030943,-0.0157879,-0.000154035,0.0155592,0.0309587,0.0456704,0.0593506,0.0716964,0.0824542,0.0914273,0.098479,0.103536,0.106587,0.107678,0.106912,0.104436,0.100437,0.0951321,0.0887554,0.0815523,0.0737691,0.0656434,0.057399,0.0492385,0.0413403,0.0338548,0.0269038,0.02058,0.0149481,0.0100465,0.00589011,0.00247321,-0.000227678,-0.00225032,-0.00364368,-0.0044661,-0.00478178,-0.00465895,-0.00416903,-0.00338479,-0.00237925,-0.00122642,0
0,-0.00113324,-0.00218426,-0.00307191,-0.0037147,-0.00403196,-0.00394446,-0.00337491,-0.00225019,-0.000502427,0.00192869,0.00509358,0.00902921,0.0137566,0.0192776,0.0255711,0.0325908,0.040262,0.0484806,0.0571113,0.0659886,0.0749182,0.0836802,0.092033,0.0997204,0.106479,0.112046,0.116171,0.118623,0.119204,0.117758,0.114179,0.108418,0.100491,0.0904791,0.0785325,0.0648661,0.049756,0.0335317,0.0165677,-0.000728211,-0.0179276,-0.0345943,-0.0502983,-0.0646289,-0.077208,-0.0877009,-0.0958274,-0.10137,-0.104178,-0.104179,-0.10137,-0.0958274,-0.0877008,-0.0772078,-0.0646288,-0.0502981,-0.0345943,-0.0179275,-0.00072826,0.0165678,0.0335318,0.0497561,0.0648661,0.0785328,0.0904792,0.100491,0.108418,0.114179,0.117758,0.119204,0.118623,0.11617,0.112046,0.106479,0.0997206,0.0920332,0.0836803,0.0749184,0.0659888,0.0571113,0.0484807,0.040262,0.0325909,0.0255712,0.0192777,0.0137567,0.00902924,0.00509357,0.00192867,-0.000502431,-0.00225017,-0.00337487,-0.00394422,-0.00403194,-0.00371486,-0.00307189,-0.00218425,-0.00113298,0
